indicator_type,indicator_value,comment,ds
domain_name,offinemnung.online,Germany-targeting CIB domain,9/27/22
domain_name,offinemnung.space,Germany-targeting CIB domain,9/27/22
domain_name,offinemunng.online,Germany-targeting CIB domain,9/27/22
domain_name,offinemunng.website,Germany-targeting CIB domain,9/27/22
domain_name,affinemainung.fun,Germany-targeting CIB domain,9/27/22
domain_name,affinemainung.online,Germany-targeting CIB domain,9/27/22
domain_name,affinemainung.space,Germany-targeting CIB domain,9/27/22
domain_name,affinemainung.website,Germany-targeting CIB domain,9/27/22
domain_name,affinemaiunng.fun,Germany-targeting CIB domain,9/27/22
domain_name,affinemaiunng.online,Germany-targeting CIB domain,9/27/22
domain_name,affinemaiunng.site,Germany-targeting CIB domain,9/27/22
domain_name,affinemaiunng.space,Germany-targeting CIB domain,9/27/22
domain_name,affinemaiunng.website,Germany-targeting CIB domain,9/27/22
domain_name,affinemanung.fun,Germany-targeting CIB domain,9/27/22
domain_name,affinemanung.site,Germany-targeting CIB domain,9/27/22
domain_name,affinemanung.website,Germany-targeting CIB domain,9/27/22
domain_name,affineminung.fun,Germany-targeting CIB domain,9/27/22
domain_name,affineminung.online,Germany-targeting CIB domain,9/27/22
domain_name,affineminung.site,Germany-targeting CIB domain,9/27/22
domain_name,affinemiunng.fun,Germany-targeting CIB domain,9/27/22
domain_name,affinemiunng.site,Germany-targeting CIB domain,9/27/22
domain_name,affinemiunng.space,Germany-targeting CIB domain,9/27/22
domain_name,affinemiunng.website,Germany-targeting CIB domain,9/27/22
domain_name,fariepoziitn.online,Germany-targeting CIB domain,9/27/22
domain_name,fariepoziitn.site,Germany-targeting CIB domain,9/27/22
domain_name,fariepoziitn.space,Germany-targeting CIB domain,9/27/22
domain_name,fariepoziitn.website,Germany-targeting CIB domain,9/27/22
domain_name,faripoziiton.fun,Germany-targeting CIB domain,9/27/22
domain_name,faripoziiton.online,Germany-targeting CIB domain,9/27/22
domain_name,faripoziiton.space,Germany-targeting CIB domain,9/27/22
domain_name,faripoziiton.website,Germany-targeting CIB domain,9/27/22
domain_name,fraiopziiton.online,Germany-targeting CIB domain,9/27/22
domain_name,fraiopziiton.site,Germany-targeting CIB domain,9/27/22
domain_name,offebnarugn.online,Germany-targeting CIB domain,9/27/22
domain_name,offebnarugn.site,Germany-targeting CIB domain,9/27/22
domain_name,offebnarugn.space,Germany-targeting CIB domain,9/27/22
domain_name,offebnarugn.website,Germany-targeting CIB domain,9/27/22
domain_name,offebnurgn.online,Germany-targeting CIB domain,9/27/22
domain_name,offebnurgn.site,Germany-targeting CIB domain,9/27/22
domain_name,offebnurgn.space,Germany-targeting CIB domain,9/27/22
domain_name,offebnurgn.website,Germany-targeting CIB domain,9/27/22
domain_name,offenbarugn.online,Germany-targeting CIB domain,9/27/22
domain_name,offenbarugn.site,Germany-targeting CIB domain,9/27/22
domain_name,offenbarugn.space,Germany-targeting CIB domain,9/27/22
domain_name,offenbarugn.website,Germany-targeting CIB domain,9/27/22
domain_name,offenbaurgn.online,Germany-targeting CIB domain,9/27/22
domain_name,offenbaurgn.site,Germany-targeting CIB domain,9/27/22
domain_name,offenbaurgn.space,Germany-targeting CIB domain,9/27/22
domain_name,offenbaurgn.website,Germany-targeting CIB domain,9/27/22
domain_name,alldrings.online,Germany-targeting CIB domain,9/27/22
domain_name,alldrings.pw,Germany-targeting CIB domain,9/27/22
domain_name,alldrings.space,Germany-targeting CIB domain,9/27/22
domain_name,alldrings.website,Germany-targeting CIB domain,9/27/22
domain_name,alledrigns.online,Germany-targeting CIB domain,9/27/22
domain_name,alledrigns.pw,Germany-targeting CIB domain,9/27/22
domain_name,alledrigns.site,Germany-targeting CIB domain,9/27/22
domain_name,alledrigns.space,Germany-targeting CIB domain,9/27/22
domain_name,alledrigns.website,Germany-targeting CIB domain,9/27/22
domain_name,alledrngs.online,Germany-targeting CIB domain,9/27/22
domain_name,alledrngs.pw,Germany-targeting CIB domain,9/27/22
domain_name,alledrngs.space,Germany-targeting CIB domain,9/27/22
domain_name,alledrngs.website,Germany-targeting CIB domain,9/27/22
domain_name,allerdigns.online,Germany-targeting CIB domain,9/27/22
domain_name,allerdigns.site,Germany-targeting CIB domain,9/27/22
domain_name,allerdigns.space,Germany-targeting CIB domain,9/27/22
domain_name,allerdigns.website,Germany-targeting CIB domain,9/27/22
domain_name,dassprachrohr.online,Germany-targeting CIB domain,9/27/22
domain_name,dassprachrohr.site,Germany-targeting CIB domain,9/27/22
domain_name,dassprachrohr.space,Germany-targeting CIB domain,9/27/22
domain_name,dassprachrohr.website,Germany-targeting CIB domain,9/27/22
domain_name,dassprahcrohr.online,Germany-targeting CIB domain,9/27/22
domain_name,dassprahcrohr.site,Germany-targeting CIB domain,9/27/22
domain_name,dassprahcrohr.space,Germany-targeting CIB domain,9/27/22
domain_name,dassprahcrohr.website,Germany-targeting CIB domain,9/27/22
domain_name,dassprhcorhr.online,Germany-targeting CIB domain,9/27/22
domain_name,dassprhcorhr.site,Germany-targeting CIB domain,9/27/22
domain_name,dassprhcorhr.space,Germany-targeting CIB domain,9/27/22
domain_name,dassrpahcorhr.online,Germany-targeting CIB domain,9/27/22
domain_name,dassrpahcorhr.site,Germany-targeting CIB domain,9/27/22
domain_name,dassrpahcorhr.space,Germany-targeting CIB domain,9/27/22
domain_name,dassrpahcorhr.website,Germany-targeting CIB domain,9/27/22
domain_name,lenreuzdeknen.online,Germany-targeting CIB domain,9/27/22
domain_name,lenreuzdeknen.site,Germany-targeting CIB domain,9/27/22
domain_name,lenreuzdeknen.space,Germany-targeting CIB domain,9/27/22
domain_name,lenreuzdeknen.website,Germany-targeting CIB domain,9/27/22
domain_name,lenruzdeknn.online,Germany-targeting CIB domain,9/27/22
domain_name,lenruzdeknn.site,Germany-targeting CIB domain,9/27/22
domain_name,lenruzdeknn.space,Germany-targeting CIB domain,9/27/22
domain_name,lenruzdeknn.website,Germany-targeting CIB domain,9/27/22
domain_name,lenrzuednken.online,Germany-targeting CIB domain,9/27/22
domain_name,lenrzuednken.site,Germany-targeting CIB domain,9/27/22
domain_name,lenrzuednken.space,Germany-targeting CIB domain,9/27/22
domain_name,lenrzuednken.website,Germany-targeting CIB domain,9/27/22
domain_name,lernezudeknen.online,Germany-targeting CIB domain,9/27/22
domain_name,lernezudeknen.site,Germany-targeting CIB domain,9/27/22
domain_name,lernezudeknen.space,Germany-targeting CIB domain,9/27/22
domain_name,lernezudeknen.website,Germany-targeting CIB domain,9/27/22
domain_name,lernezuednkn.online,Germany-targeting CIB domain,9/27/22
domain_name,lernezuednkn.site,Germany-targeting CIB domain,9/27/22
domain_name,lernezuednkn.space,Germany-targeting CIB domain,9/27/22
domain_name,lernezuednkn.website,Germany-targeting CIB domain,9/27/22
domain_name,lernuzdenken.online,Germany-targeting CIB domain,9/27/22
domain_name,lernuzdenken.website,Germany-targeting CIB domain,9/27/22
domain_name,lnruzdeknn.online,Germany-targeting CIB domain,9/27/22
domain_name,lnruzdeknn.online,Germany-targeting CIB domain,9/27/22
domain_name,lnruzdeknn.site,Germany-targeting CIB domain,9/27/22
domain_name,lnruzdeknn.space,Germany-targeting CIB domain,9/27/22
domain_name,lnruzdeknn.website,Germany-targeting CIB domain,9/27/22
domain_name,lrneuzdenken.online,Germany-targeting CIB domain,9/27/22
domain_name,lrneuzdenken.online,Germany-targeting CIB domain,9/27/22
domain_name,lrneuzdenken.site,Germany-targeting CIB domain,9/27/22
domain_name,lrneuzdenken.space,Germany-targeting CIB domain,9/27/22
domain_name,lrneuzdenken.website,Germany-targeting CIB domain,9/27/22
domain_name,lrneuzednken.online,Germany-targeting CIB domain,9/27/22
domain_name,lrneuzednken.site,Germany-targeting CIB domain,9/27/22
domain_name,lrneuzednken.space,Germany-targeting CIB domain,9/27/22
domain_name,lrneuzednken.website,Germany-targeting CIB domain,9/27/22
domain_name,warhehit.fun,Germany-targeting CIB domain,9/27/22
domain_name,warhehit.online,Germany-targeting CIB domain,9/27/22
domain_name,warhehit.pw,Germany-targeting CIB domain,9/27/22
domain_name,warhehit.site,Germany-targeting CIB domain,9/27/22
domain_name,warhehit.space,Germany-targeting CIB domain,9/27/22
domain_name,warhehit.website,Germany-targeting CIB domain,9/27/22
domain_name,warhheit.online,Germany-targeting CIB domain,9/27/22
domain_name,warhheit.site,Germany-targeting CIB domain,9/27/22
domain_name,warhheit.space,Germany-targeting CIB domain,9/27/22
domain_name,warhheit.website,Germany-targeting CIB domain,9/27/22
domain_name,whrheit.online,Germany-targeting CIB domain,9/27/22
domain_name,whrheit.pw,Germany-targeting CIB domain,9/27/22
domain_name,whrheit.site,Germany-targeting CIB domain,9/27/22
domain_name,whrheit.space,Germany-targeting CIB domain,9/27/22
domain_name,whrheit.website,Germany-targeting CIB domain,9/27/22
domain_name,wrhheit.online,Germany-targeting CIB domain,9/27/22
domain_name,wrhheit.pw,Germany-targeting CIB domain,9/27/22
domain_name,wrhheit.site,Germany-targeting CIB domain,9/27/22
domain_name,wrhheit.space,Germany-targeting CIB domain,9/27/22
domain_name,wrhheit.website,Germany-targeting CIB domain,9/27/22
domain_name,allerdigns.pw,Germany-targeting CIB domain,9/27/22
domain_name,deknuzesrtnach.fun,Germany-targeting CIB domain,9/27/22
domain_name,deknuzesrtnach.online,Germany-targeting CIB domain,9/27/22
domain_name,deknuzesrtnach.pw,Germany-targeting CIB domain,9/27/22
domain_name,deknuzesrtnach.site,Germany-targeting CIB domain,9/27/22
domain_name,deknuzesrtnach.space,Germany-targeting CIB domain,9/27/22
domain_name,deknuzesrtnach.website,Germany-targeting CIB domain,9/27/22
domain_name,deknzuersntch.site,Germany-targeting CIB domain,9/27/22
domain_name,deknzuerstnch.fun,Germany-targeting CIB domain,9/27/22
domain_name,deknzuerstnch.pw,Germany-targeting CIB domain,9/27/22
domain_name,deknzuerstnch.site,Germany-targeting CIB domain,9/27/22
domain_name,deknzuerstnch.website,Germany-targeting CIB domain,9/27/22
domain_name,deknzursntch.fun,Germany-targeting CIB domain,9/27/22
domain_name,deknzursntch.online,Germany-targeting CIB domain,9/27/22
domain_name,deknzursntch.pw,Germany-targeting CIB domain,9/27/22
domain_name,deknzursntch.site,Germany-targeting CIB domain,9/27/22
domain_name,deknzursntch.space,Germany-targeting CIB domain,9/27/22
domain_name,deknzursntch.website,Germany-targeting CIB domain,9/27/22
domain_name,deknzusrtnach.fun,Germany-targeting CIB domain,9/27/22
domain_name,deknzusrtnach.online,Germany-targeting CIB domain,9/27/22
domain_name,deknzusrtnach.pw,Germany-targeting CIB domain,9/27/22
domain_name,deknzusrtnach.site,Germany-targeting CIB domain,9/27/22
domain_name,deknzusrtnach.space,Germany-targeting CIB domain,9/27/22
domain_name,deknzusrtnach.website,Germany-targeting CIB domain,9/27/22
domain_name,denkuzesrtnch.fun,Germany-targeting CIB domain,9/27/22
domain_name,denkuzesrtnch.online,Germany-targeting CIB domain,9/27/22
domain_name,denkuzesrtnch.site,Germany-targeting CIB domain,9/27/22
domain_name,denkuzesrtnch.space,Germany-targeting CIB domain,9/27/22
domain_name,denkuzesrtnch.website,Germany-targeting CIB domain,9/27/22
domain_name,denkzusrntch.fun,Germany-targeting CIB domain,9/27/22
domain_name,denkzusrntch.online,Germany-targeting CIB domain,9/27/22
domain_name,denkzusrntch.pw,Germany-targeting CIB domain,9/27/22
domain_name,denkzusrntch.site,Germany-targeting CIB domain,9/27/22
domain_name,denkzusrntch.website,Germany-targeting CIB domain,9/27/22
domain_name,dknuzersntch.online,Germany-targeting CIB domain,9/27/22
domain_name,dknuzersntch.pw,Germany-targeting CIB domain,9/27/22
domain_name,dknuzersntch.site,Germany-targeting CIB domain,9/27/22
domain_name,dknuzersntch.website,Germany-targeting CIB domain,9/27/22
domain_name,dknuzrstnach.online,Germany-targeting CIB domain,9/27/22
domain_name,dknuzrstnach.pw,Germany-targeting CIB domain,9/27/22
domain_name,dknuzrstnach.site,Germany-targeting CIB domain,9/27/22
domain_name,dknuzrstnach.space,Germany-targeting CIB domain,9/27/22
domain_name,dknuzrstnach.website,Germany-targeting CIB domain,9/27/22
domain_name,dknuzsrntch.fun,Germany-targeting CIB domain,9/27/22
domain_name,dknuzsrntch.online,Germany-targeting CIB domain,9/27/22
domain_name,dknuzsrntch.pw,Germany-targeting CIB domain,9/27/22
domain_name,dknuzsrntch.site,Germany-targeting CIB domain,9/27/22
domain_name,dknuzsrntch.space,Germany-targeting CIB domain,9/27/22
domain_name,dknuzsrntch.website,Germany-targeting CIB domain,9/27/22
domain_name,dknzursntach.online,Germany-targeting CIB domain,9/27/22
domain_name,dknzursntach.pw,Germany-targeting CIB domain,9/27/22
domain_name,dknzursntach.site,Germany-targeting CIB domain,9/27/22
domain_name,dknzursntach.space,Germany-targeting CIB domain,9/27/22
domain_name,dknzursntach.website,Germany-targeting CIB domain,9/27/22
domain_name,dnkzuesrtnach.pw,Germany-targeting CIB domain,9/27/22
domain_name,dnkzuesrtnach.website,Germany-targeting CIB domain,9/27/22
domain_name,ferehtdwrhl.fun,Germany-targeting CIB domain,9/27/22
domain_name,ferehtdwrhl.pw,Germany-targeting CIB domain,9/27/22
domain_name,ferehtdwrhl.site,Germany-targeting CIB domain,9/27/22
domain_name,ferehtdwrhl.space,Germany-targeting CIB domain,9/27/22
domain_name,ferehtdwrhl.website,Germany-targeting CIB domain,9/27/22
domain_name,ferhedtewrahl.pw,Germany-targeting CIB domain,9/27/22
domain_name,ferhedtewrahl.site,Germany-targeting CIB domain,9/27/22
domain_name,ferhedtewrahl.website,Germany-targeting CIB domain,9/27/22
domain_name,feriehtdewrahl.pw,Germany-targeting CIB domain,9/27/22
domain_name,feriehtdewrahl.site,Germany-targeting CIB domain,9/27/22
domain_name,feriehtdewrahl.space,Germany-targeting CIB domain,9/27/22
domain_name,feriehtdewrahl.website,Germany-targeting CIB domain,9/27/22
domain_name,ferihetderwahl.online,Germany-targeting CIB domain,9/27/22
domain_name,ferihetderwahl.website,Germany-targeting CIB domain,9/27/22
domain_name,warhheit.fun,Germany-targeting CIB domain,9/27/22
domain_name,whrheit.fun,Germany-targeting CIB domain,9/27/22
domain_name,wrhheit.fun,Germany-targeting CIB domain,9/27/22
domain_name,kennediewahrheit.live,Germany-targeting CIB domain,9/27/22
domain_name,lorketstonker.store,Germany-targeting CIB domain,9/27/22
domain_name,neuigkeitenfursie.tech,Germany-targeting CIB domain,9/27/22
domain_name,wahrheitindenaugen.pw,Germany-targeting CIB domain,9/27/22
domain_name,warhheiiptdaunegn.link,Germany-targeting CIB domain,9/27/22
domain_name,warhheiiptdaunegn.pw,Germany-targeting CIB domain,9/27/22
domain_name,warhheintbaunegn.pw,Germany-targeting CIB domain,9/27/22
domain_name,warhheintdaunegn.link,Germany-targeting CIB domain,9/27/22
domain_name,warhheintdaunegn.pw,Germany-targeting CIB domain,9/27/22
telegram_url,https://t.me/via_napoli,CIB Telegram URL,9/27/22
telegram_url,https://t.me/Streetleeds,CIB Telegram URL,9/27/22
telegram_url,https://t.me/london_rumors,CIB Telegram URL,9/27/22
telegram_url,https://t.me/birmingemS,CIB Telegram URL,9/27/22
telegram_url,https://t.me/london0101,CIB Telegram URL,9/27/22
telegram_url,https://t.me/reliablerecentnews,CIB Telegram URL,9/27/22
cib_url,https://marc-foreman.livejournal.com/,CIB URL,9/27/22
cib_url,https://chng.it/NYt5whb9Nr,CIB URL,9/27/22
cib_url,https://chng.it/shjPpqH2Cg,CIB URL,9/27/22
cib_url,https://chng.it/dm7xNLS22d,CIB URL,9/27/22
cib_url,https://chng.it/RQhZSjsPKM,CIB URL,9/27/22
cib_url,https://chng.it/HWDDBjGpxF,CIB URL,9/27/22
cib_url,https://www.change.org/p/zur-rationalisierung-der-ausgaben-f%C3%BCr-migranten,CIB URL,9/27/22
cib_url,https://www.change.org/p/f%C3%BCr-unvoreingenommene-berichterstattung-%C3%BCr-den-krieg-in-der-ukraine,CIB URL,9/27/22
cib_url,https://www.change.org/p/zur-bew%C3%A4ltigung-der-folgen-der-wirtschaftskrise,CIB URL,9/27/22
cib_url,https://www.change.org/p/tighten-legislation-regarding-migrants,CIB URL,9/27/22
cib_url,https://www.change.org/p/no-weapons-to-ukraine,CIB URL,9/27/22
cib_url,http://secure.avaaz.org/community_petitions/de/freies_deutschland_zur_rationalisierung_r_aus,CIB URL,9/27/22
cib_url,http://secure.avaaz.org/community_petitions/de/freies_deutschland_zur_rationalisierung_r_ausgaben_fur_migranten_1,CIB URL,9/27/22
cib_url,http://secure.avaaz.org/community_petitions/de/freies_deutschland_zur_rationalisierung_r_ausgaben_fur_migranten_1?cvtyetb,CIB URL,9/27/22
cib_url,http://secure.avaaz.org/community_petitions/en/bundesrat_die_deutsche_familie_zusamnhalten,CIB URL,9/27/22
cib_url,http://secure.avaaz.org/community_petitions/en/bundesrat_die_deutsche_familie_zusamnhalten?cvtyetb,CIB URL,9/27/22
cib_url,http://secure.avaaz.org/community_petitions/en/parlamento_italiano_responsabilita_per_crimini_dei_migranti,CIB URL,9/27/22
cib_url,http://secure.avaaz.org/community_petitions/en/parlamento_italiano_responsabilita_per_crimini_dei_migranti?cmykftb,CIB URL,9/27/22
cib_url,http://secure.avaaz.org/community_petitions/en/parliament_of_the_united_kingdom_of_eat_britain__objective_information_about_the_consequences_of_confrontation_with_rusa,CIB URL,9/27/22
cib_url,http://secure.avaaz.org/community_petitions/en/parliament_of_the_united_kingdom_of_eat_britain__objective_information_about_the_consequences_of_confrontation_with_rusa?cnxjftb,CIB URL,9/27/22
telegram_url,https://t.me/GreatBritain_F,CIB Telegram URL,9/27/22
telegram_url,https://t.me/libera_Italia,CIB Telegram URL,9/27/22
telegram_url,https://t.me/news_munchen/42,CIB Telegram URL,9/27/22
telegram_url,https://t.me/News_Freies_Deutschland,CIB Telegram URL,9/27/22
telegram_url,https://t.me/friekorps,CIB Telegram URL,9/27/22
telegram_url,https://t.me/ex_pat,CIB Telegram URL,9/27/22
telegram_url,https://t.me/berlin_noname,CIB Telegram URL,9/27/22
telegram_url,https://t.me/meun_01,CIB Telegram URL,9/27/22
telegram_url,https://t.me/milano_vs,CIB Telegram URL,9/27/22
